groupIDs,roomName,RoleName,userIDs,content,m_experimental_testing,m_making_design_choices,m_asking_questions,j_customer_consultants_requests,j_performance_parameters_requirements,j_communication,OutcomeScore,wordCount
3c,Team designs batch using 1 material,Player,72,yes i got it,0,0,0,0,0,0,0,4
3c,Team designs batch using 1 material,Player,70,As did I,0,0,0,0,0,0,4,3
3c,Team designs batch using 1 material,Player,71,I see it now,0,0,0,0,0,0,1,4
3c,Team designs batch using 1 material,Player,72,"on the prototypes, what significance does the processes that the devices go through have on cost, efficiency, etc.?",0,0,1,0,0,0,0,18
3c,Team designs batch using 1 material,Mentor,63,Don't forget to attach your team's new batch in your notebook.,0,0,0,0,0,0,4,11
3c,Team designs batch using 1 material,Mentor,63,"Alex will upload your design specifications to the server after you submit your justifications. Each member on your team needs to attach and submit the same batch for testing. Once the first team member attaches and submits your team's batch, the rest of your team members will only have the option to attach that same batch.",0,0,0,0,0,0,4,56
3c,Team designs batch using 1 material,Player,74,"If you go to the resources and click on Device Specifications-PMMA, it tells you data on all the different manufacturing processes",0,0,0,0,1,0,2,21
3c,Team designs batch using 1 material,Player,72,"alright, thanks",0,0,0,0,0,0,0,2
3c,Team designs batch using 1 material,Player,70,Ok so which prototypes should we use for our batch?,0,0,1,0,0,0,4,10
3c,Team designs batch using 1 material,Player,72,"For blood cell reactivity, I think Tressa's would be good",0,0,0,0,0,0,0,10
3c,Team designs batch using 1 material,Player,70,For cost efficiency which surfactant was the least costlty?,0,0,1,0,0,0,4,9
3c,Team designs batch using 1 material,Player,70,And I agree with you Austin.,0,0,0,0,0,0,4,6
3c,Team designs batch using 1 material,Player,74,"I know that Matthew and I each like our overall best ones, but they're the same save for the %CNT. And hydrophilic was the least expensive of the surfactants",0,0,0,0,0,0,2,29
3c,Team designs batch using 1 material,Player,71,Which is the most reliable?,0,0,1,0,0,0,1,5
3c,Team designs batch using 1 material,Player,72,hydrophilic,0,0,0,0,0,0,0,1
3c,Team designs batch using 1 material,Player,71,A unit with a cost of $120 and a reliability of 5 is more cost efficient than a unit with a cost of $80 and a reliability of 3,0,0,0,0,0,0,1,29
3c,Team designs batch using 1 material,Player,71,I'm hearing hydrophilic so that sounds like our best bet,0,0,0,0,1,0,1,10
3c,Team designs batch using 1 material,Player,72,but the biological one has a low percentage of blood cell reactivity which is good,0,0,0,0,0,0,0,15
3c,Team designs batch using 1 material,Player,74,Are you talking about making new prototypes are you still looking at the already made ones?,0,0,1,0,0,0,2,16
3c,Team designs batch using 1 material,Player,70,I think we should stick with the ones that are already made since that would make it easier.,0,1,0,0,0,0,4,18
3c,Team designs batch using 1 material,Player,71,What's the second lowest? I can't seem to access my surfactant data graph,0,0,1,0,0,0,1,13
3c,Team designs batch using 1 material,Player,74,Second lowest what?,0,0,1,0,0,0,2,3
3c,Team designs batch using 1 material,Player,72,hydrophilic has a percentage of 63.2%,0,0,0,0,0,0,0,6
3c,Team designs batch using 1 material,Player,74,Negative charge and steric hindering are 50.8% and 50.2%,0,0,0,0,0,0,2,9
3c,Team designs batch using 1 material,Player,72,Reason for going with 4% nanotube?,0,0,1,0,0,0,0,6
3c,Team designs batch using 1 material,Player,74,Just because it was the highest percentage that I could see data for and therefore the highest I could trust 100%,0,0,0,0,1,0,2,21
3c,Team designs batch using 1 material,Player,71,We should think about CNT% too because with PMMA we only need 1% to get us to a flux rate of 22 and it statys constant after that,1,1,0,0,0,0,1,28
3c,Team designs batch using 1 material,Player,71,The more CNTs we include the more expensive each unit will be,0,0,0,0,0,0,1,12
3c,Team designs batch using 1 material,Player,70,True but CNTs also increase reliability,0,0,0,0,0,0,4,6
3c,Team designs batch using 1 material,Player,74,And marketability,0,0,0,0,0,0,2,2
3c,Team designs batch using 1 material,Player,71,what's the difference in reliability between a unit with 1% and 4%?,0,0,1,0,0,0,1,12
3c,Team designs batch using 1 material,Player,72,Alright how about this. We go with the biological surfactant with a low cnt % since the blood cell reactivity is already low,0,1,0,0,1,0,0,23
3c,Team designs batch using 1 material,Player,74,So are you talking about making a new prototype then?,0,0,1,0,0,0,2,10
3c,Team designs batch using 1 material,Player,72,this keeps the device at a decent price while making it more marketable,0,0,0,0,0,0,0,13
3c,Team designs batch using 1 material,Player,72,"not necessarily, just decrease the cnt%",0,0,0,0,0,0,0,6
3c,Team designs batch using 1 material,Player,71,I think that reasoning is sound. We've got 5 prototypes to submit so we can run with a few ideas,0,0,0,0,0,0,1,20
3c,Team designs batch using 1 material,Player,70,Ok so do we need to make a new prototype(s) or stick with the ones already made?,0,1,1,0,0,0,4,17
3c,Team designs batch using 1 material,Player,74,"Personally, I would like to see either Matthew's or my overall tested. I'm leaning toward Matthew's.",0,0,0,0,0,0,2,16
3c,Team designs batch using 1 material,Player,71,We can use some of the prototypes in the shared space unless we want to compromise on all of them?,0,1,1,0,0,0,1,20
3c,Team designs batch using 1 material,Player,73,"Sorry I'm late, I didn't realize this was a discussion.",0,0,0,0,0,0,5,10
3c,Team designs batch using 1 material,Player,74,We can talk about it. We might not need to compromise on some.,0,0,0,0,0,0,2,13
3c,Team designs batch using 1 material,Player,71,I agree,0,0,0,0,0,0,1,2
3c,Team designs batch using 1 material,Player,71,I think we should include at least one high CNT% model to see how it compares to the others,1,1,0,0,0,0,1,19
3c,Team designs batch using 1 material,Player,70,Im thinking we should use Tressa's affordability and reliability prototypes,0,1,0,0,0,0,4,10
3c,Team designs batch using 1 material,Player,70,Thats a good idea David,0,0,0,0,0,0,4,5
3c,Team designs batch using 1 material,Player,72,I agree,0,0,0,0,0,0,0,2
3c,Team designs batch using 1 material,Player,74,I think Matthew's balanced model is pretty solid. And I agree as well.,0,0,0,0,0,0,2,13
3c,Team designs batch using 1 material,Player,71,So we've got three down,0,0,0,0,0,0,1,5
3c,Team designs batch using 1 material,Player,73,So do we want to try a reactivity model,0,0,0,0,0,0,5,9
3c,Team designs batch using 1 material,Player,73,?,0,0,1,0,0,0,5,1
3c,Team designs batch using 1 material,Player,74,Yes I think that would be a good idea,0,0,0,0,0,0,2,9
3c,Team designs batch using 1 material,Player,72,lets make the reactivity one with the highest cnt %,0,0,0,0,0,0,0,10
3c,Team designs batch using 1 material,Player,71,Let's use the model with the lowest BCR and either Tressa's marketability model or Jared's PMMA model,0,1,0,0,0,0,1,17
3c,Team designs batch using 1 material,Player,71,Or we can brainstorm a new high CNT% model,0,0,0,0,0,0,1,9
3c,Team designs batch using 1 material,Player,74,I like Jared's PMMA model,0,0,0,0,0,0,2,5
3c,Team designs batch using 1 material,Player,73,What are we trying to see with the CNT% flux or reactivity?,0,0,1,0,0,0,5,12
3c,Team designs batch using 1 material,Player,74,We haven't used one with Phase Inversion yet,0,0,0,0,0,0,2,8
3c,Team designs batch using 1 material,Player,74,%CNT does not affect blood cell reactivity,0,0,0,0,0,0,2,7
3c,Team designs batch using 1 material,Player,73,not reactivity flux.,0,0,0,0,0,0,5,3
3c,Team designs batch using 1 material,Player,70,So lets make a new one to be the 5th one that uses Phase Inversion so we can test that out,0,0,0,0,0,0,4,21
3c,Team designs batch using 1 material,Player,72,but increases permeablility to decrease wait time,0,0,0,0,0,0,0,7
3c,Team designs batch using 1 material,Player,74,"Oh I was giving that as a reason to choose yours, Jared. And true.",0,1,0,0,0,0,2,14
3c,Team designs batch using 1 material,Player,72,sounds good to me,0,0,0,0,0,0,0,4
3c,Team designs batch using 1 material,Player,73,"Yeah, phase inversion is best for a high flux rate.",0,0,0,0,0,0,5,10
3c,Team designs batch using 1 material,Player,70,Oh ok so should we use mine for the phase inversion or make another?,0,1,1,0,0,0,4,14
3c,Team designs batch using 1 material,Player,73,what would we change if we made another?,0,0,1,0,0,0,5,8
3c,Team designs batch using 1 material,Player,72,we can use your base prototype but just a little changes,1,1,0,0,0,0,0,11
3c,Team designs batch using 1 material,Player,71,I'm ok with using Jared's PMMA model,0,0,0,0,0,0,1,7
3c,Team designs batch using 1 material,Player,71,Do you guys think we should use a different surfactant for it though?,0,1,1,0,0,0,1,13
3c,Team designs batch using 1 material,Player,74,What is the goal of Jared's PMMA model?,0,0,1,0,0,0,2,8
3c,Team designs batch using 1 material,Player,73,The only surfactant worth changing it too would be hydrophilic if we wanted a higher reliability.,0,0,0,0,0,0,5,16
3c,Team designs batch using 1 material,Player,72,I think we're good. we're trying to make the most efficient device within budget.,0,0,0,0,0,0,0,14
3c,Team designs batch using 1 material,Player,71,"High CNT% and phase inversion, it's probably highly reliable too",0,0,0,0,0,0,1,10
3c,Team designs batch using 1 material,Player,70,I can make another that uses Hydrophilic for more reliablility,0,0,0,0,0,0,4,10
3c,Team designs batch using 1 material,Player,74,Sounds good to me,0,0,0,0,0,0,2,4
3c,Team designs batch using 1 material,Player,73,Do it.,0,0,0,0,0,0,5,2
3c,Team designs batch using 1 material,Player,72,alright im cool with it,0,0,0,0,0,0,0,5
3c,Team designs batch using 1 material,Player,70,Done,0,0,0,0,0,0,4,1
3c,Team designs batch using 1 material,Player,72,so we came to a conclusion on the 5 prototypes?,0,0,1,0,0,0,0,10
3c,Team designs batch using 1 material,Player,71,let's put a list of the five we chose on the discussion board so that we're all on the same page,0,1,0,0,0,1,1,21
3c,Team designs batch using 1 material,Player,72,alright sounds good,0,0,0,0,0,0,0,3
3c,Team designs batch using 1 material,Player,74,"Matthew's balanced model, Jared's PMMA2, Tressa's affordable and reactivity...what is the 5th one?",0,0,1,0,0,0,2,13
3c,Team designs batch using 1 material,Player,70,Matts reactivity?,0,0,1,0,0,0,4,2
3c,Team designs batch using 1 material,Player,73,Our reactivities are identical.,0,0,0,0,0,0,5,4
3c,Team designs batch using 1 material,Player,70,Yeah I was just picking one cause theyre the only ones with biological surfactant and a good % of CNT,0,1,0,0,0,0,4,20
3c,Team designs batch using 1 material,Player,73,How about a reliability model we make together?,0,0,1,0,0,0,5,8
3c,Team designs batch using 1 material,Player,72,"alright, how about a hydrophilic with a high % or CNT",0,0,0,0,0,0,0,11
3c,Team designs batch using 1 material,Player,73,"Yes,with Vapor too.",0,0,0,0,0,0,5,3
3c,Team designs batch using 1 material,Player,74,I like it,0,0,0,0,0,0,2,3
3c,Team designs batch using 1 material,Player,70,me too,0,0,0,0,0,0,4,2
3c,Team designs batch using 1 material,Player,73,Who wants to make it?,0,0,1,0,0,0,5,5
3c,Team designs batch using 1 material,Player,72,i will,0,0,0,0,0,0,0,2
3c,Team designs batch using 1 material,Player,73,Okay!,0,0,0,0,0,0,5,1
3c,Team designs batch using 1 material,Player,72,"you guys want it a 10, 15 or 20 %?",0,0,1,0,0,0,0,10
3c,Team designs batch using 1 material,Player,73,20%,0,0,0,0,0,0,5,1
3c,Team designs batch using 1 material,Player,70,Does only one of us need to make the batch or do we all need to,0,0,0,0,0,0,4,16
3c,Team designs batch using 1 material,Player,71,20% sounds good to me,0,0,0,0,0,0,1,5
3c,Team designs batch using 1 material,Player,72,posted,0,0,0,0,0,0,0,1
3c,Team designs batch using 1 material,Player,71,I think we've used every surfactant too,0,0,0,0,0,0,1,7
3c,Team designs batch using 1 material,Player,71,except for negative charge but that's ok,0,0,0,0,0,0,1,7
3c,Team designs batch using 1 material,Player,70,Ok thank you,0,0,0,0,0,0,4,3
3c,Team designs batch using 1 material,Player,72,Alright so who's going to create the batch?,0,0,1,0,0,0,0,8
3c,Team designs batch using 1 material,Player,73,I will.,0,0,0,0,0,0,5,2
3c,Team designs batch using 1 material,Player,71,"So we're using Matthew's balanced model, Jared's PMMA model, Tressa's affordable and reactivity models and the one that we're drawing up now, right?",0,0,1,1,0,0,1,23
3c,Team designs batch using 1 material,Player,73,PMMA2 right?,0,0,1,0,0,0,5,2
3c,Team designs batch using 1 material,Player,70,Ya austins reliability,0,0,0,0,0,0,4,3
3c,Team designs batch using 1 material,Player,70,yes PMMA2,0,0,0,0,0,0,4,2
3c,Team designs batch using 1 material,Player,71,"yes, that's right",0,0,0,0,0,0,1,3
3c,Team designs batch using 1 material,Player,73,It is made.,0,0,0,0,0,0,5,3
3c,Team designs batch using 1 material,Player,72,"cool, thanks",0,0,0,0,0,0,0,2
3c,Team designs batch using 1 material,Player,70,Awesome! So that's it right? Just gotta make the notebook?,0,0,1,0,0,1,4,10
3c,Team designs batch using 1 material,Player,72,yup,0,0,0,0,0,0,0,1
3c,Team designs batch using 1 material,Player,71,"Batch 1, right? I mean, that's the only attachment available but I'm just making sure workpro isn't being glitchy",0,0,1,0,0,0,1,19
3c,Team designs batch using 1 material,Player,74,Yes,0,0,0,0,0,0,2,1
3c,Team designs batch using 1 material,Player,73,"Yes, Batch 1 is the one I just made.",0,0,0,0,0,0,5,9
3c,Team designs batch using 1 material,Player,71,Awesome,0,0,0,0,0,0,1,1
3c,Individual analysis of first batch,Player,73,"I am the currently looking at the results from our batch and some of the designs have readings of 0 all the way through it. Why did this happen? Did we do something wrong, or is there a glitch in the system?",0,0,1,0,0,0,5,42
3c,Individual analysis of first batch,Player,72,"same thing has happened to mine too,",0,0,0,0,0,0,0,7
3c,Individual analysis of first batch,Player,74,Same,0,0,0,0,0,0,2,1
3c,Individual analysis of first batch,Player,74,"For now, I would just use the data given to us for the notebook. If we have to redo them later, oh well. Just do the best with what we have.",0,0,0,0,0,0,2,31
3c,Individual analysis of first batch,Player,74,"Also is the meeting at 5? Or is it on Tuesday? I thought it was at 5, but my friend from another group thinks it's on Tuesday",0,0,1,0,0,0,2,27
3c,Individual analysis of first batch,Mentor,63,The deadline for your current task is approaching. Please finish up and submit your deliverable to Alex as soon as possible.,0,0,0,0,0,0,4,21
3c,Reflection team discussion of first batch results,Mentor,63, It's time to get started. I need everyone to participate in this meeting.,0,0,0,0,0,0,4,13
3c,Reflection team discussion of first batch results,Player,74,Understood,0,0,0,0,0,0,2,1
3c,Reflection team discussion of first batch results,Player,73,I'm ready.,0,0,0,0,0,0,5,2
3c,Reflection team discussion of first batch results,Player,70,Got it,0,0,0,0,0,0,4,2
3c,Reflection team discussion of first batch results,Mentor,63,"Now that your team has received the batch results, was it a successful trial?",0,0,1,0,0,0,4,14
3c,Reflection team discussion of first batch results,Player,74,Two of them were successful. Three did not receive results at all.,0,0,0,0,0,0,2,12
3c,Reflection team discussion of first batch results,Player,73,"Yes. Two of them had nice results, and the others had no data other than zero.",0,0,0,0,0,0,5,16
3c,Reflection team discussion of first batch results,Player,72,Tressa's BCR prototype did the best,0,0,0,0,0,0,0,6
3c,Reflection team discussion of first batch results,Mentor,63,What did you discover about the design problem?,0,0,1,0,0,0,4,8
3c,Reflection team discussion of first batch results,Player,74,"As in the design problems with the three that received zeros, or problems with the two that received results?",0,0,1,0,0,0,2,19
3c,Reflection team discussion of first batch results,Player,71,Is there a reason we only got results for two?,0,0,1,0,0,0,1,10
3c,Reflection team discussion of first batch results,Player,73,was it due to the fact that we used a higher carbon nanotube percentage than was tested?,0,0,1,0,1,0,5,17
3c,Reflection team discussion of first batch results,Player,72,I was told that the inputs for the prototypes were incompatible which is why we got 0s,0,0,0,0,0,0,0,17
3c,Reflection team discussion of first batch results,Player,73,Why would they be incompatible?,0,0,1,0,0,0,5,5
3c,Reflection team discussion of first batch results,Player,72,that's what Im trying to figure out,0,0,0,0,0,0,0,7
3c,Reflection team discussion of first batch results,Player,70,Could it be the high percentage of Nanotube?,0,0,1,0,0,0,4,8
3c,Reflection team discussion of first batch results,Player,73,That is what I thought the issue was.,0,0,0,0,0,0,5,8
3c,Reflection team discussion of first batch results,Player,71,I feel like we need the rest of the results to really discuss anything useful to moving on with a certain design,0,0,0,0,0,0,1,22
3c,Reflection team discussion of first batch results,Player,74,We can still discuss the results that we received. Problems with the affordability model were that the marketability was well below the consultants' desired thresholds. Most of the consultants would have liked to have seen a better flux and BCR as well.,0,1,0,0,0,0,2,42
3c,Reflection team discussion of first batch results,Player,71,The problem with BCR is that it cost $130 a unit but it's actually pretty cost efficient due to its high reliability,0,0,0,0,1,0,1,22
3c,Reflection team discussion of first batch results,Player,70,and the fact that it is also very marketable which will make up for some of the cost,0,0,0,0,0,0,4,18
3c,Reflection team discussion of first batch results,Player,73,It's price was the biggest issue with the model.,0,0,0,0,0,0,5,9
3c,Reflection team discussion of first batch results,Player,74,Agreed,0,0,0,0,0,0,2,1
3c,Reflection team discussion of first batch results,Player,73,"Yes, definitely.",0,0,0,0,0,0,5,2
3c,Reflection team discussion of first batch results,Player,70,I'd agree with that,0,0,0,0,0,0,4,4
3c,Reflection team discussion of first batch results,Player,71,I agree,0,0,0,0,0,0,1,2
3c,Reflection team discussion of first batch results,Mentor,63,How did you decide on the 5 devices that you just received results for?,0,0,1,0,0,0,4,14
3c,Reflection team discussion of first batch results,Player,71,By discussing which of the individually made designs we thought showed the strongest attributes for a successful design,0,0,0,0,0,0,1,18
3c,Reflection team discussion of first batch results,Player,73,"As a group we decided upon five different attributes we wanted to achieve. We then chose the models we thought were best suited, and then modified any we thought we could make better, or wanted to experiment with.",0,1,0,0,0,0,5,38
3c,Reflection team discussion of first batch results,Player,71,"And yes, we made modifications where we decided they could be made",0,0,0,0,0,0,1,12
3c,Reflection team discussion of first batch results,Player,74,We also created a model together from scratch after discussion to meet our needs.,0,0,0,0,0,0,2,14
3c,Reflection team discussion of first batch results,Player,71,That sounds about right,0,0,0,0,0,0,1,4
3c,Reflection team discussion of first batch results,Player,74,Yes,0,0,0,0,0,0,2,1
3c,Reflection team discussion of first batch results,Player,73,Yeah.,0,0,0,0,0,0,5,1
3c,Reflection team discussion of first batch results,Player,70,Yes,0,0,0,0,0,0,4,1
3c,Reflection team discussion of first batch results,Mentor,63,"Soon, you will be switching teams and sharing your design experience with your new teams. What do you plan to bring to your group?",0,0,1,0,0,0,4,24
3c,Reflection team discussion of first batch results,Player,74,"An ability to roll with the punches and adapt to the results, whether positive or negative.",0,0,0,0,0,0,2,16
3c,Reflection team discussion of first batch results,Player,73,"My experience from working with this group, and a fresh perspective  on the project.",0,0,0,0,0,0,5,14
3c,Reflection team discussion of first batch results,Player,70,I plan to bring our groups way of processing all the data together to make compromises where needed and also the trials and errors that we experienced,0,0,0,0,0,0,4,27
3c,Reflection team discussion of first batch results,Player,71,A desire to discuss which attributes will make our design the most successful and which less emphasis can be placed on,0,0,0,0,0,0,1,21
3c,Reflection team discussion of first batch results,Mentor,63,You will bring knowledge about a unique material to that group. What important things do you want to discuss with them about your material?,0,0,1,0,0,0,4,24
3c,Reflection team discussion of first batch results,Player,72,A new insight on from different surfactant compatablilities associated with PMMA,0,0,0,0,0,0,0,11
3c,Reflection team discussion of first batch results,Player,70,What works best with our material and whats best about the material.,0,0,0,0,0,0,4,12
3c,Reflection team discussion of first batch results,Player,71,With which surfactants PMMA performs best with,0,0,0,0,0,0,1,7
3c,Reflection team discussion of first batch results,Player,73,the knowledge specifically about PMMA and the details of working with it.,0,0,0,0,0,0,5,12
3c,Reflection team discussion of first batch results,Mentor,63,Which attributes does your material maximize and how is that important to the design?,0,0,1,0,0,0,4,14
3c,Reflection team discussion of first batch results,Player,72,How well the contaminants will be factored out of the blood based on nantube concentration with PMMA,0,0,0,0,0,0,0,17
3c,Reflection team discussion of first batch results,Player,74,It maximizes flux rate with increasing carbon nanotube percentage,0,0,0,0,0,0,2,9
3c,Reflection team discussion of first batch results,Player,73,1.5% nanotubes maxes out PMMA's flux rate and 4% increased standard flux rate by an hour.,0,0,0,0,0,0,5,16
3c,Reflection team discussion of first batch results,Player,73,"Standard reliability, not flux.",0,0,0,0,0,0,5,4
3c,Reflection team discussion of first batch results,Player,74,"It also has increased hydrophilicity, which leads to a decrease in the membrane fouling rate.",0,0,0,0,0,0,2,15
3c,Reflection team discussion of first batch results,Player,70,Both its maximizing of flux rate and hydrophilicity makes it very reliable,0,0,0,0,0,0,4,12
3c,Reflection team discussion of first batch results,Player,70,yes,0,0,0,0,0,0,4,1
3c,Reflection team discussion of first batch results,Player,74,Absolutely,0,0,0,0,0,0,2,1
3c,Reflection team discussion of first batch results,Player,73,Easily.,0,0,0,0,0,0,5,1
3c,Reflection team discussion of first batch results,Player,71,yes,0,0,0,0,0,0,1,1
3c,Reflection team discussion of first batch results,Player,73,When will we be assigned our new groups?,0,0,1,0,0,0,5,8
3c,Reflection team discussion of first batch results,Player,73,"Okay, thank you.",0,0,0,0,0,0,5,3
3c,Reflection team discussion of first batch results,Player,70,will we be doing any more work with this group?,0,0,1,0,0,0,4,10
3c,Reflection team discussion of first batch results,Mentor,63,"Well, we are out of time for our meeting.",0,0,0,0,0,0,4,9
3c,Reflection team discussion of first batch results,Mentor,63,Good discussion today! Don't forget to complete and submit your notebook.,0,0,0,0,0,0,4,11
3c,Reflection team discussion of first batch results,Player,74,Thank you!,0,0,0,0,0,0,2,2
3c,Reflection team discussion of first batch results,Player,70,Thank you,0,0,0,0,0,0,4,2
3c,Reflection team discussion of first batch results,Player,74,Thank you for your time!,0,0,0,0,0,0,2,5
3c,Reflection team discussion of first batch results,Player,70,Thank you Maria,0,0,0,0,0,0,4,3
3c,Reflection team discussion of first batch results,Player,71,Thanks,0,0,0,0,0,0,1,1
3c,Reflection team discussion of first batch results,Player,72,I finished it but it hasn't been letting me turn it in.,0,0,0,0,0,0,0,12
4c,Introduction and Workflow Tutorial with Entrance Interview,Mentor,63,Hello team. Welcome to Nephrotex!,0,0,0,0,0,0,4,5
4c,Introduction and Workflow Tutorial with Entrance Interview,Mentor,63,I'm Maria Williams. I'll be your design advisor for your internship.,0,0,0,0,0,0,4,11
4c,Introduction and Workflow Tutorial with Entrance Interview,Mentor,63,I'm here to help if you have any questions.,0,0,0,0,0,0,4,9
4c,Introduction and Workflow Tutorial with Entrance Interview,Mentor,63,"Please introduce yourselves with the name you prefer to be called. WorkPro records all the work we do, and we review it with an external consultant to improve the quality of our internship program. So we ask you to use your first name only during this internship to protect your privacy.",0,0,0,1,0,0,4,51
4c,Introduction and Workflow Tutorial with Entrance Interview,Mentor,63,"I just want to make sure everyone has found the chat interface. Please send a chat to ""check in"" with the group. You can make your chat window bigger by clicking the + icon in the top right corner.",0,0,0,0,0,0,4,39
4c,Introduction and Workflow Tutorial with Entrance Interview,Mentor,63,"If you haven't already, please check your email.",0,0,0,0,0,0,4,8
4c,Introduction and Workflow Tutorial with Entrance Interview,Mentor,63,"Throughout your time at Nephrotex, you'll be receiving emails from our boss, Alex. He'll send you instructions about what to work on throughout the course of your internship.",0,0,0,0,0,0,4,28
4c,Introduction and Workflow Tutorial with Entrance Interview,Mentor,63,"Now, please check your Deliverable List on the bottom right corner of WorkPro.",0,0,0,0,0,0,4,13
4c,Introduction and Workflow Tutorial with Entrance Interview,Mentor,63,"Deliverables that have been assigned to you will show up in this list. You will be able to check to see the original email with the instructions Alex sent to you, whether you have submitted that deliverable, and whether Vedant has approved that deliverable.",0,0,0,0,0,0,4,44
4c,Introduction and Workflow Tutorial with Entrance Interview,Mentor,63,"For more detailed information about the Deliverable List, click the info button in the top right corner of the Deliverables List tab.",0,0,0,0,0,0,4,22
4c,Introduction and Workflow Tutorial with Entrance Interview,Mentor,63,"I have provided a summary of the workflow resource in the shared space. Plagiarism is not tolerated, so make sure to paraphrase the summary in your notebook entry.",0,0,0,0,1,1,4,28
4c,Introduction and Workflow Tutorial with Entrance Interview,Player,75,"HI, I'm Priyasha Fernando. You can call me Priya",0,0,0,0,0,0,4,9
4c,Introduction and Workflow Tutorial with Entrance Interview,Player,76,Hello everyone! My name is Josh.,0,0,0,0,0,0,2,6
4c,Introduction and Workflow Tutorial with Entrance Interview,Player,77,Hi I'm Ryan,0,0,0,0,0,0,2,3
4c,Introduction and Workflow Tutorial with Entrance Interview,Player,78,"Hello, I'm Adrianna E.",0,0,0,0,0,0,5,4
4c,Introduction and Workflow Tutorial with Entrance Interview,Player,79,I'm Nick,0,0,0,0,0,0,3,2
4c,Introduction and Workflow Tutorial with Entrance Interview,Player,75,I can't open the pdf document in here,0,0,0,0,0,0,4,8
4c,Introduction and Workflow Tutorial with Entrance Interview,Player,77,i cant either,0,0,0,0,0,0,2,3
4c,Introduction and Workflow Tutorial with Entrance Interview,Player,78,It won't load for me either,0,0,0,0,0,0,5,6
4c,Introduction and Workflow Tutorial with Entrance Interview,Player,75,It says Failed load PDF document,0,0,0,0,0,0,4,6
4c,Introduction and Workflow Tutorial with Entrance Interview,Player,79,Yeah it won't load. And I don't see any way to download it in Chrome,0,0,0,0,0,0,3,15
4c,Introduction and Workflow Tutorial with Entrance Interview,Player,75,"In Firefox, I opened it through different viewer, not in this site",0,0,0,0,0,0,4,12
4c,Introduction and Workflow Tutorial with Entrance Interview,Mentor,63,"As soon as you submit a notebook to Alex he will review it and then send feedback as soon as he can. While you are waiting, you should assist any of your teammates who have not submitted their deliverable. Your team will not be able to move on to the next task until each of your team members' notebooks have been witnessed.",0,1,0,0,0,0,4,62
4c,Introduction and Workflow Tutorial with Entrance Interview,Player,79,mmk. So ask in group-wide chat if people need help?,0,0,1,0,0,0,3,10
4c,Introduction and Workflow Tutorial with Entrance Interview,Player,79,"oh messaging not working haha. Anyways, anyone need help with the interview?",0,0,1,0,0,0,3,12
4c,Introduction and Workflow Tutorial with Entrance Interview,Player,75,I can't understand what they ask from us I'm stuck in the interview,0,0,0,0,0,0,4,13
4c,Introduction and Workflow Tutorial with Entrance Interview,Player,79,Is it the membrane stuff? From what I understand surfactants basically clean the membrane and allow more particles to pass through,0,0,1,0,0,0,3,21
4c,Introduction and Workflow Tutorial with Entrance Interview,Player,75,then Experimental setup?,0,0,1,0,0,0,4,3
4c,Introduction and Workflow Tutorial with Entrance Interview,Player,79,you want to have the sort of membranes and solutions to keep things constant in the experiment,1,0,0,0,0,0,3,17
4c,Introduction and Workflow Tutorial with Entrance Interview,Player,76,"after we are done with the interview an notebook, are we okay to log off?",0,0,1,0,0,0,2,15
4c,Introduction and Workflow Tutorial with Entrance Interview,Player,77,i think so,0,0,0,0,0,0,2,3
4c,Introduction and Workflow Tutorial with Entrance Interview,Player,77,if you submited it,0,0,0,0,0,0,2,4
4c,Introduction and Workflow Tutorial with Entrance Interview,Player,75,you have to submitted it,0,0,0,0,0,0,4,5
4c,Introduction and Workflow Tutorial with Entrance Interview,Player,79,yeah,0,0,0,0,0,0,3,1
4c,Introduction and Workflow Tutorial with Entrance Interview,Mentor,63,"If you're done with your notebook entry, submit it to Alex by clicking the submit button (middle of the notebook window).",0,0,0,0,0,1,4,21
4c,Introduction and Workflow Tutorial with Entrance Interview,Mentor,63,"You won't be able to edit your entry once you've submitted it, but if you need to update or correct your work, you can cancel your submission by clicking the ""x"" in the Deliverables List.",0,0,0,0,0,0,4,35
4c,Introduction and Workflow Tutorial with Entrance Interview,Mentor,63,"You can only cancel submissions before Alex has viewed them, so make sure you have included everything that is required before submitting.",0,0,0,0,0,0,4,22
4c,Introduction and Workflow Tutorial with Entrance Interview,Player,75,i got returned so that mean i have to edit ? due time?? before 5pm?,0,0,1,0,0,0,4,15
4c,Introduction and Workflow Tutorial with Entrance Interview,Mentor,63,The deadline for your current task is approaching. Please finish up and submit your deliverable to Alex as soon as possible.,0,0,0,0,0,0,4,21
4c,Background research on dialysis,Mentor,63,Please pay close attention to the citation methods used in my example. I know Alex will be a stickler for following correct citation methods.,0,1,0,0,0,0,4,24
4c,Background research on dialysis,Mentor,63,"Back when I was an undergrad, I interned at a mechanical engineering company that designed exoskeletons for rescue workers. You are working on a different project, but I have put an example of the summary I used for my previous project in the shared space. Alex is pretty similar to my boss at the internship, so you're welcome to use this as a template to write your own.  Note the language and the length of the response.",0,0,0,0,0,1,4,77
4c,Graphing Surfactant Data,Player,75,"@Maria Wiliams, Can I know how can I re-write the report again?? I mean I got returned message from Alex",0,0,1,0,0,0,4,20
